old_package,old_class,new_class,status,notes
client.render.entity,LOTRRenderBarrowWight,,missing,
client.render.entity,LOTRRenderBear,,missing,
client.render.entity,LOTRRenderBearRug,,missing,
client.render.entity,LOTRRenderBiped,,base,extended by: LOTRRenderAngmarHillman LOTRRenderBandit LOTRRenderBarrowWight LOTRRenderBlacksmith LOTRRenderBreeMan LOTRRenderDaleMan ...
client.render.entity,LOTRRenderBird,,missing,
client.render.entity,LOTRRenderBlacksmith,,missing,
client.render.entity,LOTRRenderBossTrophy,LOTRBossTrophyRenderer,ported,
client.render.entity,LOTRRenderBreeMan,,missing,
client.render.entity,LOTRRenderBreeRuffian,,missing,
client.render.entity,LOTRRenderBreeTrader,,missing,
client.render.entity,LOTRRenderButterfly,,missing,
client.render.entity,LOTRRenderCamel,,missing,
client.render.entity,LOTRRenderCrocodile,,missing,
client.render.entity,LOTRRenderCrossbowBolt,LOTRCrossbowBoltRenderer,ported,
client.render.entity,LOTRRenderDaleMan,,missing,
client.render.entity,LOTRRenderDaleTrader,,missing,
client.render.entity,LOTRRenderDart,LOTRDartRenderer,ported,
client.render.entity,LOTRRenderDeadMarshFace,,missing,
client.render.entity,LOTRRenderDeer,,missing,
client.render.entity,LOTRRenderDikDik,,missing,
client.render.entity,LOTRRenderDorwinionElfVintner,,missing,
client.render.entity,LOTRRenderDorwinionMan,,missing,
client.render.entity,LOTRRenderDunedain,,missing,
client.render.entity,LOTRRenderDunedainTrader,,missing,
client.render.entity,LOTRRenderDunlending,,missing,
client.render.entity,LOTRRenderDunlendingBase,,missing,
client.render.entity,LOTRRenderDwarf,,missing,
client.render.entity,LOTRRenderDwarfCommander,,missing,
client.render.entity,LOTRRenderDwarfSmith,,missing,
client.render.entity,LOTRRenderEasterling,,missing,
client.render.entity,LOTRRenderEasterlingTrader,,missing,
client.render.entity,LOTRRenderElf,,missing,
client.render.entity,LOTRRenderElk,,missing,
client.render.entity,LOTRRenderElvenSmith,,missing,
client.render.entity,LOTRRenderElvenTrader,,missing,
client.render.entity,LOTRRenderEnt,,missing,
client.render.entity,LOTRRenderEntityBarrel,LOTRBarrelItem LOTRBarrelBlock LOTRBarrelMenu LOTRBarrelBlockEntity LOTRBarrelScreen,ported,
client.render.entity,LOTRRenderFallingCoinPile,,missing,
client.render.entity,LOTRRenderFallingFireJar,,missing,
client.render.entity,LOTRRenderFish,,missing,
client.render.entity,LOTRRenderFlamingo,,missing,
client.render.entity,LOTRRenderGaladhrimWarden,,missing,
client.render.entity,LOTRRenderGandalf,,missing,
client.render.entity,LOTRRenderGandalfFireball,LOTRGandalfFireballEntity,ported,
client.render.entity,LOTRRenderGemsbok,,missing,
client.render.entity,LOTRRenderGiraffe,,missing,
client.render.entity,LOTRRenderGiraffeRug,,missing,
client.render.entity,LOTRRenderGollum,,missing,
client.render.entity,LOTRRenderGondorMan,,missing,
client.render.entity,LOTRRenderGondorRenegade,,missing,
client.render.entity,LOTRRenderGondorTrader,,missing,
client.render.entity,LOTRRenderHalfTroll,,missing,
client.render.entity,LOTRRenderHalfTrollScavenger,,missing,
client.render.entity,LOTRRenderHaradSlave,,missing,
client.render.entity,LOTRRenderHaradrimTrader,,missing,
client.render.entity,LOTRRenderHobbit,,missing,
client.render.entity,LOTRRenderHobbitTrader,,missing,
client.render.entity,LOTRRenderHorse,,missing,
client.render.entity,LOTRRenderHuorn,,missing,
client.render.entity,LOTRRenderInvasionSpawner,,missing,
client.render.entity,LOTRRenderKineAraw,,missing,
client.render.entity,LOTRRenderLion,,missing,
client.render.entity,LOTRRenderLionRug,,missing,
client.render.entity,LOTRRenderMallornEnt,,missing,
client.render.entity,LOTRRenderMallornLeafBomb,,missing,
client.render.entity,LOTRRenderMarshWraith,,missing,
client.render.entity,LOTRRenderMidges,,missing,
client.render.entity,LOTRRenderMirkTroll,,missing,
client.render.entity,LOTRRenderMirkwoodSpider,,missing,
client.render.entity,LOTRRenderMordorSpider,,missing,
client.render.entity,LOTRRenderMoredain,,missing,
client.render.entity,LOTRRenderMountainTroll,,missing,
client.render.entity,LOTRRenderMountainTrollChieftain,,missing,
client.render.entity,LOTRRenderNPCRespawner,,missing,
client.render.entity,LOTRRenderNearHaradTrader,,missing,
client.render.entity,LOTRRenderNearHaradrim,,missing,
client.render.entity,LOTRRenderNearHaradrimWarlord,,missing,
client.render.entity,LOTRRenderNurnSlave,,missing,
client.render.entity,LOTRRenderOlogHai,,missing,
client.render.entity,LOTRRenderOrc,,missing,
client.render.entity,LOTRRenderOrcBomb,LOTROrcBombBlock LOTROrcBombEntity,ported,
client.render.entity,LOTRRenderPlate,LOTRPlateEntityRenderer LOTRPlateRenderer,ported,
client.render.entity,LOTRRenderPortal,,missing,
client.render.entity,LOTRRenderRabbit,,missing,
client.render.entity,LOTRRenderRanger,,missing,
client.render.entity,LOTRRenderRhino,,missing,
client.render.entity,LOTRRenderRohanTrader,,missing,
client.render.entity,LOTRRenderRohirrim,,missing,
client.render.entity,LOTRRenderRugBase,,base,extended by: LOTRRenderBearRug LOTRRenderGiraffeRug LOTRRenderLionRug LOTRRenderWargskinRug
client.render.entity,LOTRRenderSaruman,,missing,
client.render.entity,LOTRRenderSauron,,missing,
client.render.entity,LOTRRenderScorpion,,missing,
client.render.entity,LOTRRenderScrapTrader,,missing,
client.render.entity,LOTRRenderShirePony,,missing,
client.render.entity,LOTRRenderSkeleton,,missing,
client.render.entity,LOTRRenderSmokeRing,,missing,
client.render.entity,LOTRRenderSnowTroll,,missing,
client.render.entity,LOTRRenderSpear,,missing,
client.render.entity,LOTRRenderSpiderBase,,base,extended by: LOTRRenderMirkwoodSpider LOTRRenderMordorSpider LOTRRenderUtumnoIceSpider
client.render.entity,LOTRRenderStoneTroll,LOTRStoneTrollRenderer,ported,
client.render.entity,LOTRRenderSwan,,missing,
client.render.entity,LOTRRenderSwanKnight,,missing,
client.render.entity,LOTRRenderSwordCommandMarker,,missing,
client.render.entity,LOTRRenderTauredain,,missing,
client.render.entity,LOTRRenderTauredainShaman,,missing,
client.render.entity,LOTRRenderTermite,,missing,
client.render.entity,LOTRRenderThrowingAxe,LOTRThrowingAxeRenderer,ported,
client.render.entity,LOTRRenderThrownRock,,missing,
client.render.entity,LOTRRenderTraderRespawn,,missing,
client.render.entity,LOTRRenderTroll,LOTRTrollModel,ported,
client.render.entity,LOTRRenderUtumnoIceSpider,,missing,
client.render.entity,LOTRRenderUtumnoTroll,,missing,
client.render.entity,LOTRRenderWarg,,missing,
client.render.entity,LOTRRenderWargskinRug,,missing,
client.render.entity,LOTRRenderWhiteOryx,,missing,
client.render.entity,LOTRRenderWickedDwarf,,missing,
client.render.entity,LOTRRenderWildBoar,,missing,
client.render.entity,LOTRRenderWraithBall,,missing,
client.render.entity,LOTRRenderZebra,,missing,
client.render.entity,LOTRSwingHandler,,missing,
client.render.item,LOTRRenderBannerItem,LOTRBannerRenderer,ported,
client.render.item,LOTRRenderBlownItem,,missing,
client.render.item,LOTRRenderBow,LOTRBowItem,ported,
client.render.item,LOTRRenderCrossbow,LOTRCrossbowItem,ported,
client.render.item,LOTRRenderElvenBlade,,referenced,named in: LOTRItems
client.render.item,LOTRRenderInvTableCommand,,missing,
client.render.item,LOTRRenderLargeItem,,referenced,named in: LOTRItemModelProperties LOTRTridentItem
client.render.item,LOTRRenderSkullStaff,,missing,
client.render.tileentity,LOTRRenderAnimalJar,LOTRAnimalJarRenderer,ported,
client.render.tileentity,LOTRRenderArmorStand,,excluded,
client.render.tileentity,LOTRRenderBeacon,LOTRBeaconBlock LOTRBeaconBlockEntity LOTRBeaconScreen,ported,
client.render.tileentity,LOTRRenderChest,LOTRChestRenderer,ported,
client.render.tileentity,LOTRRenderCommandTable,,missing,
client.render.tileentity,LOTRRenderDartTrap,LOTRDartTrapBlock LOTRDartTrapBlockEntity,ported,
client.render.tileentity,LOTRRenderDwarvenDoor,LOTRDwarvenDoorBlock LOTRDwarvenDoorBlockEntity,ported,
client.render.tileentity,LOTRRenderDwarvenGlow,,missing,
client.render.tileentity,LOTRRenderElvenPortal,,missing,
client.render.tileentity,LOTRRenderEntJar,LOTREntJarRenderer,ported,
client.render.tileentity,LOTRRenderGuldurilGlow,,missing,
client.render.tileentity,LOTRRenderKebabStand,LOTRKebabStandRenderer,ported,
client.render.tileentity,LOTRRenderMorgulPortal,,missing,
client.render.tileentity,LOTRRenderMug,LOTRMugRenderer,ported,
client.render.tileentity,LOTRRenderPlateFood,,referenced,named in: LOTRPlateRenderer
client.render.tileentity,LOTRRenderSignCarved,LOTRCarvedSignRenderer,ported,
client.render.tileentity,LOTRRenderSignCarvedIthildin,,referenced,named in: LOTRCarvedSignRenderer
client.render.tileentity,LOTRRenderSpawnerChest,,missing,
client.render.tileentity,LOTRRenderTrollTotem,LOTRTrollTotemRenderer,ported,
client.render.tileentity,LOTRRenderUnsmeltery,LOTRUnsmelteryRenderer,ported,
client.render.tileentity,LOTRRenderUtumnoPortal,,missing,
client.render.tileentity,LOTRRenderUtumnoReturnPortal,LOTRUtumnoReturnPortalBaseBlock,ported,
client.render.tileentity,LOTRRenderWeaponRack,LOTRWeaponRackRenderer,ported,
client.render.tileentity,LOTRTileEntityMobSpawnerRenderer,,missing,
client.sound,LOTRAmbience,,missing,
client.sound,LOTRMusic,,missing,
client.sound,LOTRMusicCategory,,missing,
client.sound,LOTRMusicResourceManager,,missing,
client.sound,LOTRMusicTicker,,missing,
client.sound,LOTRMusicTrack,,missing,
client.sound,LOTRRegionTrackPool,,missing,
client.sound,LOTRTrackRegionInfo,,missing,
client.sound,LOTRTrackSorter,,missing,
common,LOTRAchievement,,referenced,named in: LOTRDwarvenDoorBlock
common,LOTRAchievementRank,,missing,
common,LOTRBannerProtection,,referenced,named in: LOTRBalrogWhipItem
common,LOTRCapes,,missing,
common,LOTRChatEvents,,missing,
common,LOTRCommonProxy,,referenced,named in: LOTRDartTrapBlock LOTRDartTrapBlockEntity
common,LOTRConfig,,missing,
common,LOTRConfigBiomeID,,missing,
common,LOTRCreativeTabs,LOTRCreativeTabs,ported,
common,LOTRDamage,,referenced,named in: LOTRDamageTypes
common,LOTRDate,,missing,
common,LOTRDimension,LOTRDimension,ported,
common,LOTRDrunkenSpeech,,missing,
common,LOTREventHandler,,referenced,named in: LOTRItems LOTRMechanisedRailBlock LOTRPlayerMixin LOTRPoisonedArrowEntity ...
common,LOTRFoods,,missing,
common,LOTRGreyWandererTracker,,missing,
common,LOTRGuiMessageTypes,,missing,
common,LOTRInterModComms,,missing,
common,LOTRLevelData,,missing,
common,LOTRLore,,missing,
common,LOTRMod,LOTRMod,ported,
common,LOTRModInfo,,missing,
common,LOTRNetHandlerPlayServer,,missing,
common,LOTROptions,,missing,
common,LOTRPatron,,missing,
common,LOTRPlayerData,,referenced,named in: LOTRAlcoholTolerance LOTRPlayerAlignments
common,LOTRPlayerQuestData,,missing,
common,LOTRPotionChanges,,missing,
common,LOTRReflection,,missing,
common,LOTRShields,,missing,
common,LOTRSpawnDamping,,missing,
common,LOTRSquadrons,,referenced,named in: LOTRCommandHornItem LOTRHornSelectScreen
common,LOTRTickHandlerServer,,missing,
common,LOTRTime,,missing,
common,LOTRTitle,,missing,
common,LOTRTranslatorList,,missing,
common,RenewedBuildContestEntrants,,missing,
common.block,LOTRBlockAleHorn,,absorbed,backs 2 field(s): aleHornBlock aleHornGoldBlock
common.block,LOTRBlockAlloyForge,,absorbed,backs 1 field(s): alloyForge
common.block,LOTRBlockAngmarTable,,absorbed,backs 1 field(s): angmarTable
common.block,LOTRBlockAnimalJar,LOTRAnimalJarBlock,ported,
common.block,LOTRBlockArmorStand,,excluded,
common.block,LOTRBlockBanana,,absorbed,backs 1 field(s): bananaBlock
common.block,LOTRBlockBarrel,LOTRBarrelBlock,ported,
common.block,LOTRBlockBars,,absorbed,backs 11 field(s): blueDwarfBars bronzeBars dwarfBars galadhrimBars goldBars highElfBars ...
common.block,LOTRBlockBeacon,LOTRBeaconBlock,ported,
common.block,LOTRBlockBed,LOTRBedBlock,ported,
common.block,LOTRBlockBerryBush,LOTRBerryBushBlock,ported,
common.block,LOTRBlockBirdCage,,absorbed,backs 1 field(s): birdCage
common.block,LOTRBlockBirdCageWood,,absorbed,backs 1 field(s): birdCageWood
common.block,LOTRBlockBlackroot,,absorbed,backs 1 field(s): blackroot
common.block,LOTRBlockBlueDwarvenTable,,absorbed,backs 1 field(s): blueDwarvenTable
common.block,LOTRBlockBone,,absorbed,backs 1 field(s): boneBlock
common.block,LOTRBlockBookshelfStorage,,missing,backs 1 field(s): bookshelfStorage
common.block,LOTRBlockBreeTable,,absorbed,backs 1 field(s): breeTable
common.block,LOTRBlockBrick,,absorbed,backs 1 field(s): brick
common.block,LOTRBlockBrick2,,absorbed,backs 1 field(s): brick2
common.block,LOTRBlockBrick3,,absorbed,backs 1 field(s): brick3
common.block,LOTRBlockBrick4,,partial,backs 1 field(s): brick4
common.block,LOTRBlockBrick5,,absorbed,backs 1 field(s): brick5
common.block,LOTRBlockBrick6,,absorbed,backs 1 field(s): brick6
common.block,LOTRBlockBrickBase,,base,extended by: LOTRBlockBrick LOTRBlockBrick2 LOTRBlockBrick3 LOTRBlockBrick4 LOTRBlockBrick5 LOTRBlockBrick6 ...
common.block,LOTRBlockButterflyJar,,absorbed,backs 1 field(s): butterflyJar
common.block,LOTRBlockButton,,absorbed,backs 6 field(s): buttonBlueRock buttonChalk buttonGondorRock buttonMordorRock buttonRedRock buttonRohanRock
common.block,LOTRBlockChandelier,LOTRChandelierBlock,ported,
common.block,LOTRBlockChest,LOTRChestBlock,ported,
common.block,LOTRBlockClayMug,,absorbed,backs 1 field(s): ceramicMugBlock
common.block,LOTRBlockClayTile,,absorbed,backs 1 field(s): clayTile
common.block,LOTRBlockClayTileDyed,,absorbed,backs 1 field(s): clayTileDyed
common.block,LOTRBlockClover,,absorbed,backs 1 field(s): clover
common.block,LOTRBlockCobblebrick,,absorbed,backs 1 field(s): cobblebrick
common.block,LOTRBlockCommandTable,,absorbed,backs 1 field(s): commandTable
