area,old_path,port_paths,status
armor,armor/corsair_1.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid/corsair.png,ported
armor,armor/corsair_2.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid_leggings/corsair.png,ported
armor,armor/dale_1.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid/dale.png,ported
armor,armor/dale_2.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid_leggings/dale.png,ported
armor,armor/dol_amroth_1.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid/dol_amroth.png,ported
armor,armor/dol_amroth_2.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid_leggings/dol_amroth.png,ported
armor,armor/dol_amroth_wingedBody.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid/dol_amroth_winged_body.png,ported
armor,armor/dol_amroth_wingedHelmet.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid/dol_amroth_winged_helmet.png,ported
armor,armor/dol_guldur_1.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid/dol_guldur.png,ported
armor,armor/dol_guldur_2.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid_leggings/dol_guldur.png,ported
armor,armor/dorwinion_1.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid/dorwinion.png,ported
armor,armor/dorwinion_2.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid_leggings/dorwinion.png,ported
armor,armor/dorwinion_elf_1.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid/dorwinion_elven.png,ported
armor,armor/dorwinion_elf_2.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid_leggings/dorwinion_elven.png,ported
armor,armor/dorwinion_elf_helmet.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid/dorwinion_elven_helmet.png,ported
armor,armor/dunlending_1.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid/dunlending.png,ported
armor,armor/dunlending_2.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid_leggings/dunlending.png,ported
armor,armor/dwarven_1.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid/dwarven.png,ported
armor,armor/dwarven_2.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid_leggings/dwarven.png,ported
armor,armor/dwarven_gold_1.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid/gold_trimmed_dwarven.png,ported
armor,armor/dwarven_gold_2.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid_leggings/gold_trimmed_dwarven.png,ported
armor,armor/dwarven_mithril_1.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid/mithril_trimmed_dwarven.png,ported
armor,armor/dwarven_mithril_2.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid_leggings/mithril_trimmed_dwarven.png,ported
armor,armor/dwarven_silver_1.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid/silver_trimmed_dwarven.png,ported
armor,armor/dwarven_silver_2.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid_leggings/silver_trimmed_dwarven.png,ported
armor,armor/fur_1.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid/fur.png,ported
armor,armor/fur_2.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid_leggings/fur.png,ported
armor,armor/galadhrim_1.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid/galadhrim.png,ported
armor,armor/galadhrim_2.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid_leggings/galadhrim.png,ported
armor,armor/galadhrim_helmet.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid/galadhrim_helmet.png,ported
armor,armor/galvorn_1.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid/galvorn.png,ported
armor,armor/galvorn_2.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid_leggings/galvorn.png,ported
armor,armor/gambeson_dale.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid/gambeson_dale.png,ported
armor,armor/gambeson_dolAmroth.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid/gambeson_dol_amroth.png,ported
armor,armor/gambeson_dolAmrothLegs.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid_leggings/gambeson_dol_amroth_legs.png,ported
armor,armor/gambeson_gondor.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid/gambeson_gondor.png,ported
armor,armor/gambeson_lebennin.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid/gambeson_lebennin.png,ported
armor,armor/gemsbok_1.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid/gemsbok_hide.png,ported
armor,armor/gemsbok_2.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid_leggings/gemsbok_hide.png,ported
armor,armor/gondolin_1.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid/gondolin.png,ported
armor,armor/gondolin_2.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid_leggings/gondolin.png,ported
armor,armor/gondolin_helmet.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid/gondolin_helmet.png,ported
armor,armor/gondor_1.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid/gondor.png,ported
armor,armor/gondor_2.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid_leggings/gondor.png,ported
armor,armor/gondor_helmet.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid/gondor_helmet.png,ported
armor,armor/gondor_wingedHelmet.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid/gondor_winged_helmet.png,ported
armor,armor/gulf_harad_1.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid/gulf_harad.png,ported
armor,armor/gulf_harad_2.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid_leggings/gulf_harad.png,ported
armor,armor/gulf_harad_body.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid/gulf_harad_body.png,ported
armor,armor/gundabad_uruk_1.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid/gundabad_uruk.png,ported
armor,armor/gundabad_uruk_2.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid_leggings/gundabad_uruk.png,ported
armor,armor/gundabad_uruk_helmet.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid/gundabad_uruk_helmet.png,ported
armor,armor/half_troll_1.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid/half_troll.png,ported
armor,armor/half_troll_2.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid_leggings/half_troll.png,ported
armor,armor/harad_nomad_1.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid/harad_nomad.png,ported
armor,armor/harad_nomad_2.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid_leggings/harad_nomad.png,ported
armor,armor/harad_robes_1.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid/harad_robes.png,ported
armor,armor/harad_robes_2.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid_leggings/harad_robes.png,ported
armor,armor/harad_turban.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid/harad_turban.png,ported
armor,armor/harnedor_1.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid/harnedor.png,ported
armor,armor/harnedor_2.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid_leggings/harnedor.png,ported
armor,armor/harnedor_body.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid/harnedor_body.png,ported
armor,armor/harnedor_helmet.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid/harnedor_helmet.png,ported
armor,armor/hat.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid/leather_hat.png,ported
armor,armor/high_elven_1.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid/lindon.png,ported
armor,armor/high_elven_2.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid_leggings/lindon.png,ported
armor,armor/hithlain_1.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid/galadhrim_cloak.png,ported
armor,armor/hithlain_2.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid_leggings/galadhrim_cloak.png,ported
armor,armor/jacket_lamedon.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid/lamedon_jacket.png,ported
armor,armor/kaftan_1.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid/kaftan.png,ported
armor,armor/kaftan_1_overlay.png,,missing
armor,armor/kaftan_2.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid_leggings/kaftan.png,ported
armor,armor/kaftan_2_overlay.png,,missing
armor,armor/lamedon_1.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid/lamedon.png,ported
armor,armor/lamedon_2.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid_leggings/lamedon.png,ported
armor,armor/lossarnach_1.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid/lossarnach.png,ported
armor,armor/lossarnach_2.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid_leggings/lossarnach.png,ported
armor,armor/mithril_1.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid/mithril.png,ported
armor,armor/mithril_2.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid_leggings/mithril.png,ported
armor,armor/mordor_1.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid/mordor.png,ported
armor,armor/mordor_2.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid_leggings/mordor.png,ported
armor,armor/moredain_1.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid/morwaith.png,ported
armor,armor/moredain_2.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid_leggings/morwaith.png,ported
armor,armor/moredain_lion_armor_1.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid/morwaith_chieftain.png,ported
armor,armor/moredain_lion_armor_2.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid_leggings/morwaith_chieftain.png,ported
armor,armor/moredain_lion_armor_helmet.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid/morwaith_chieftain_helmet.png,ported
armor,armor/morgul_1.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid/morgul.png,ported
armor,armor/morgul_2.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid_leggings/morgul.png,ported
armor,armor/morgul_helmet.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid/morgul_helmet.png,ported
armor/mount,armor/mount/boar_blue_dwarven.png,,missing
armor/mount,armor/mount/boar_dwarven.png,,missing
armor/mount,armor/mount/elk_wood_elven.png,,missing
armor/mount,armor/mount/horse_dale.png,src/main/resources/assets/lotr/textures/entity/equipment/horse_body/dale.png,ported
armor/mount,armor/mount/horse_dol_amroth.png,src/main/resources/assets/lotr/textures/entity/equipment/horse_body/dol_amroth.png,ported
armor/mount,armor/mount/horse_galadhrim.png,src/main/resources/assets/lotr/textures/entity/equipment/horse_body/galadhrim.png,ported
armor/mount,armor/mount/horse_gondor.png,src/main/resources/assets/lotr/textures/entity/equipment/horse_body/gondor.png,ported
armor/mount,armor/mount/horse_high_elven.png,src/main/resources/assets/lotr/textures/entity/equipment/horse_body/lindon.png,ported
armor/mount,armor/mount/horse_lamedon.png,src/main/resources/assets/lotr/textures/entity/equipment/horse_body/lamedon.png,ported
armor/mount,armor/mount/horse_mithril.png,src/main/resources/assets/lotr/textures/entity/equipment/horse_body/mithril.png,ported
armor/mount,armor/mount/horse_morgul.png,src/main/resources/assets/lotr/textures/entity/equipment/horse_body/morgul.png,ported
armor/mount,armor/mount/horse_near_harad.png,src/main/resources/assets/lotr/textures/entity/equipment/horse_body/coast_southron.png,ported
armor/mount,armor/mount/horse_rhun_gold.png,src/main/resources/assets/lotr/textures/entity/equipment/horse_body/rhun_gold.png,ported
armor/mount,armor/mount/horse_rivendell.png,src/main/resources/assets/lotr/textures/entity/equipment/horse_body/rivendell.png,ported
armor/mount,armor/mount/horse_rohan.png,src/main/resources/assets/lotr/textures/entity/equipment/horse_body/rohirric.png,ported
armor/mount,armor/mount/horse_umbar.png,src/main/resources/assets/lotr/textures/entity/equipment/horse_body/umbaric.png,ported
armor/mount,armor/mount/rhino_half_troll.png,,missing
armor/mount,armor/mount/warg_angmar.png,,missing
armor/mount,armor/mount/warg_mordor.png,,missing
armor/mount,armor/mount/warg_uruk.png,,missing
armor,armor/near_harad_1.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid/coast_southron.png,ported
armor,armor/near_harad_2.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid_leggings/coast_southron.png,ported
armor,armor/near_harad_warlordHelmet.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid/coast_southron_champion_helmet.png,ported
armor,armor/partyhat.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid/party_hat.png,ported
armor,armor/pelargir_1.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid/pelargir.png,ported
armor,armor/pelargir_2.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid_leggings/pelargir.png,ported
armor,armor/pinnath_gelin_1.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid/pinnath_gelin.png,ported
armor,armor/pinnath_gelin_2.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid_leggings/pinnath_gelin.png,ported
armor,armor/ranger_1.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid/ranger.png,ported
armor,armor/ranger_2.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid_leggings/ranger.png,ported
armor,armor/ranger_ithilien_1.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid/ranger_ithilien.png,ported
armor,armor/ranger_ithilien_2.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid_leggings/ranger_ithilien.png,ported
armor,armor/rhun_1.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid/rhun.png,ported
armor,armor/rhun_2.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid_leggings/rhun.png,ported
armor,armor/rhun_gold_1.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid/rhun_gold.png,ported
armor,armor/rhun_gold_2.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid_leggings/rhun_gold.png,ported
armor,armor/rhun_gold_helmet.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid/rhun_gold_helmet.png,ported
armor,armor/rhun_gold_warlordHelmet.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid/rhun_gold_warlord_helmet.png,ported
armor,armor/rivendell_1.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid/rivendell.png,ported
armor,armor/rivendell_2.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid_leggings/rivendell.png,ported
armor,armor/rohan_1.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid/rohirric.png,ported
armor,armor/rohan_2.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid_leggings/rohirric.png,ported
armor,armor/rohan_marshal_1.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid/rohirric_marshal.png,ported
armor,armor/rohan_marshal_2.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid_leggings/rohirric_marshal.png,ported
armor,armor/rohan_marshal_helmet.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid/rohirric_marshal_helmet.png,ported
armor,armor/tauredain_1.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid/taurethrim.png,ported
armor,armor/tauredain_2.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid_leggings/taurethrim.png,ported
armor,armor/tauredain_chieftainHelmet.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid/taurethrim_chieftain_helmet.png,ported
armor,armor/tauredain_gold_1.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid/golden_taurethrim.png,ported
armor,armor/tauredain_gold_2.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid_leggings/golden_taurethrim.png,ported
armor,armor/tauredain_gold_helmet.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid/golden_taurethrim_helmet.png,ported
armor,armor/umbar_1.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid/umbaric.png,ported
armor,armor/umbar_2.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid_leggings/umbaric.png,ported
armor,armor/umbar_helmet.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid/umbaric_helmet.png,ported
armor,armor/uruk_1.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid/uruk.png,ported
armor,armor/uruk_2.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid_leggings/uruk.png,ported
armor,armor/uruk_helmet.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid/uruk_helmet.png,ported
armor,armor/uruk_helmet_berserker.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid/uruk_berserker_helmet.png,ported
armor,armor/utumno_1.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid/utumno.png,ported
armor,armor/utumno_2.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid_leggings/utumno.png,ported
armor,armor/wood_elven_1.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid/wood_elven.png,ported
armor,armor/wood_elven_2.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid_leggings/wood_elven.png,ported
armor,armor/wood_elven_scout_1.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid/wood_elven_scout.png,ported
armor,armor/wood_elven_scout_2.png,src/main/resources/assets/lotr/textures/entity/equipment/humanoid_leggings/wood_elven_scout.png,ported
cape,cape/blackroot.png,,missing
cape,cape/dale.png,,missing
cape,cape/dorwinionCaptain.png,,missing
cape,cape/dorwinionElfCaptain.png,,missing
cape,cape/dunlendingBerserker.png,,missing
cape,cape/galadhrim.png,,missing
cape,cape/galadhrimTrader.png,,missing
cape,cape/gandalf.png,,missing
cape,cape/gondor.png,,missing
cape,cape/gondorTowerGuard.png,,missing
cape,cape/gulf.png,,missing
cape,cape/haradChampion.png,,missing
cape,cape/highElf.png,,missing
cape,cape/lamedon.png,,missing
cape,cape/lossarnach.png,,missing
cape,cape/nearHarad.png,,missing
cape,cape/pelargir.png,,missing
cape,cape/pinnathGelin.png,,missing
cape,cape/ranger.png,,missing
cape,cape/ranger_ithilien.png,,missing
cape,cape/rivendell.png,,missing
cape,cape/rivendellTrader.png,,missing
cape,cape/rohan.png,,missing
cape,cape/santa.png,,missing
cape,cape/taurethrim.png,,missing
cape,cape/woodElf.png,,missing
gui/achievements,gui/achievements/icons.png,,missing
gui/achievements,gui/achievements/page.png,,missing
gui,gui/alignment.png,,missing
gui,gui/anvil.png,,missing
gui,gui/armor_stand.png,,missing
gui,gui/attackMeter.png,,missing
gui,gui/banner_edit.png,,missing
gui/barrel,gui/barrel/barrel.png,src/main/resources/assets/lotr/gui/barrel.png,ported
gui/barrel,gui/barrel/brewing.png,src/main/resources/assets/lotr/gui/barrel_brewing.png,ported
gui,gui/beacon.png,src/main/resources/assets/lotr/gui/beacon.png,ported
gui,gui/brandingIron.png,,missing
gui,gui/coin_exchange.png,,missing
gui,gui/daleCracker.png,src/main/resources/assets/lotr/gui/dale_cracker.png,ported
gui,gui/effects.png,,missing
gui,gui/factions.png,,missing
gui,gui/factions_full.png,,missing
gui,gui/fellowships.png,,missing
gui,gui/forge.png,src/main/resources/assets/lotr/gui/forge.png,ported
gui,gui/horn_select.png,,missing
gui,gui/menu_icons.png,,missing
gui,gui/menu_overlay.png,,missing
gui,gui/message.png,,missing
gui,gui/millstone.png,src/main/resources/assets/lotr/gui/millstone.png,ported
gui,gui/mob_spawner.png,,missing
gui/npc,gui/npc/gollum.png,,missing
gui/npc,gui/npc/hired.png,,missing
gui/npc,gui/npc/hiredFarmer.png,,missing
gui/npc,gui/npc/hiredWarrior.png,,missing
gui/npc,gui/npc/trade.png,,missing
gui/npc,gui/npc/unit_trade.png,,missing
gui/npc,gui/npc/unit_trade_buttons.png,,missing
gui,gui/oven.png,src/main/resources/assets/lotr/gui/oven.png,ported
gui,gui/pouch.png,,missing
gui,gui/pouch_with_chest.png,,missing
gui/quest,gui/quest/miniquest.png,,missing
gui/quest,gui/quest/redBook.png,,missing
gui/quest,gui/quest/redBook_miniquests.png,,missing
gui/quest,gui/quest/tracker.png,,missing
gui,gui/squadronItem.png,,missing
gui,gui/unsmelter.png,src/main/resources/assets/lotr/gui/unsmeltery.png,ported
gui,gui/widgets.png,,missing
item,item/aleHorn.png,src/main/resources/assets/lotr/textures/entity/vessel/ale_horn.png,ported
item,item/aleHornGold.png,src/main/resources/assets/lotr/textures/entity/vessel/golden_ale_horn.png,ported
item,item/armorStand.png,,missing
item,item/arrowPoisoned.png,src/main/resources/assets/lotr/textures/entity/projectiles/arrow_poisoned.png,ported
item/banner,item/banner/banner_angmar.png,src/main/resources/assets/lotr/textures/entity/banner/angmar.png,ported
item/banner,item/banner/banner_anorien.png,src/main/resources/assets/lotr/textures/entity/banner/anorien.png,ported
item/banner,item/banner/banner_blackUruk.png,src/main/resources/assets/lotr/textures/entity/banner/black_uruk.png,ported
item/banner,item/banner/banner_blackrootVale.png,src/main/resources/assets/lotr/textures/entity/banner/blackroot_vale.png,ported
item/banner,item/banner/banner_blueMountains.png,src/main/resources/assets/lotr/textures/entity/banner/blue_mountains.png,ported
item/banner,item/banner/banner_bree.png,src/main/resources/assets/lotr/textures/entity/banner/bree.png,ported
item/banner,item/banner/banner_dale.png,src/main/resources/assets/lotr/textures/entity/banner/dale.png,ported
item/banner,item/banner/banner_dolAmroth.png,src/main/resources/assets/lotr/textures/entity/banner/dol_amroth.png,ported
item/banner,item/banner/banner_dolGuldur.png,src/main/resources/assets/lotr/textures/entity/banner/dol_guldur.png,ported
item/banner,item/banner/banner_dorwinion.png,src/main/resources/assets/lotr/textures/entity/banner/dorwinion.png,ported
item/banner,item/banner/banner_dunland.png,src/main/resources/assets/lotr/textures/entity/banner/dunland.png,ported
item/banner,item/banner/banner_durin.png,src/main/resources/assets/lotr/textures/entity/banner/durin.png,ported
item/banner,item/banner/banner_esgaroth.png,src/main/resources/assets/lotr/textures/entity/banner/esgaroth.png,ported
item/banner,item/banner/banner_gondor.png,src/main/resources/assets/lotr/textures/entity/banner/gondor.png,ported
item/banner,item/banner/banner_gondorSteward.png,src/main/resources/assets/lotr/textures/entity/banner/gondor_steward.png,ported
item/banner,item/banner/banner_gundabad.png,src/main/resources/assets/lotr/textures/entity/banner/gundabad.png,ported
item/banner,item/banner/banner_halfTroll.png,src/main/resources/assets/lotr/textures/entity/banner/half_troll.png,ported
item/banner,item/banner/banner_haradGulf.png,src/main/resources/assets/lotr/textures/entity/banner/harad_gulf.png,ported
item/banner,item/banner/banner_haradNomad.png,src/main/resources/assets/lotr/textures/entity/banner/harad_nomad.png,ported
item/banner,item/banner/banner_highElf.png,src/main/resources/assets/lotr/textures/entity/banner/high_elf.png,ported
item/banner,item/banner/banner_hobbit.png,src/main/resources/assets/lotr/textures/entity/banner/hobbit.png,ported
item/banner,item/banner/banner_isengard.png,src/main/resources/assets/lotr/textures/entity/banner/isengard.png,ported
item/banner,item/banner/banner_ithilien.png,src/main/resources/assets/lotr/textures/entity/banner/ithilien.png,ported
item/banner,item/banner/banner_lamedon.png,src/main/resources/assets/lotr/textures/entity/banner/lamedon.png,ported
item/banner,item/banner/banner_lebennin.png,src/main/resources/assets/lotr/textures/entity/banner/lebennin.png,ported
item/banner,item/banner/banner_lossarnach.png,src/main/resources/assets/lotr/textures/entity/banner/lossarnach.png,ported
item/banner,item/banner/banner_lothlorien.png,src/main/resources/assets/lotr/textures/entity/banner/lothlorien.png,ported
item/banner,item/banner/banner_minasMorgul.png,src/main/resources/assets/lotr/textures/entity/banner/minas_morgul.png,ported
item/banner,item/banner/banner_mirkwood.png,src/main/resources/assets/lotr/textures/entity/banner/mirkwood.png,ported
item/banner,item/banner/banner_mordor.png,src/main/resources/assets/lotr/textures/entity/banner/mordor.png,ported
item/banner,item/banner/banner_moredain.png,src/main/resources/assets/lotr/textures/entity/banner/moredain.png,ported
item/banner,item/banner/banner_nanUngol.png,src/main/resources/assets/lotr/textures/entity/banner/nan_ungol.png,ported
item/banner,item/banner/banner_nearHarad.png,src/main/resources/assets/lotr/textures/entity/banner/near_harad.png,ported
item/banner,item/banner/banner_pelargir.png,src/main/resources/assets/lotr/textures/entity/banner/pelargir.png,ported
item/banner,item/banner/banner_pinnathGelin.png,src/main/resources/assets/lotr/textures/entity/banner/pinnath_gelin.png,ported
item/banner,item/banner/banner_ranger.png,src/main/resources/assets/lotr/textures/entity/banner/ranger.png,ported
item/banner,item/banner/banner_rhudaur.png,src/main/resources/assets/lotr/textures/entity/banner/rhudaur.png,ported
item/banner,item/banner/banner_rhun.png,src/main/resources/assets/lotr/textures/entity/banner/rhun.png,ported
item/banner,item/banner/banner_rivendell.png,src/main/resources/assets/lotr/textures/entity/banner/rivendell.png,ported
item/banner,item/banner/banner_rohan.png,src/main/resources/assets/lotr/textures/entity/banner/rohan.png,ported
item/banner,item/banner/banner_tauredain.png,src/main/resources/assets/lotr/textures/entity/banner/tauredain.png,ported
item/banner,item/banner/banner_umbar.png,src/main/resources/assets/lotr/textures/entity/banner/umbar.png,ported
item/banner,item/banner/stand.png,src/main/resources/assets/lotr/textures/entity/banner/stand.png,ported
item,item/beacon.png,,missing
item/bossTrophy,item/bossTrophy/mallornEnt.png,src/main/resources/assets/lotr/textures/entity/trophy/mallorn_ent.png,ported
item/bossTrophy,item/bossTrophy/mtc.png,src/main/resources/assets/lotr/textures/entity/trophy/mountain_troll_chieftain.png,ported
item/chest,item/chest/ancientHarad.png,,missing
item/chest,item/chest/basket.png,,missing
item/chest,item/chest/lebethron.png,,missing
item/chest,item/chest/mallorn.png,,missing
